team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PIT,2024,PIT,PIT,Team Level,all,32,0.49,0.5,0.49,116878.0,1030.35,102.64,72.75,254.08,35.67,556.49,392.39,97.43,102.73,97.57,947.0,467.0,591.0,2005.0,96.0,133.0,14.0,207.0,2.0,444.0,532.0,851.0,1318.0,103.0,222.0,974.0,627.0,179.0,486.0,1012.0,276.0,126.0,28.6,34.43,39.6,33.0,37.0,26.0,1996.81,1414.0,1408.59,215.0,16.07,28.53,28.53,90.17,90.33,88.17,1052.62,108.09,70.01,253.42,35.4,562.52,416.56,101.87,109.58,103.27,1025.0,421.0,536.0,1982.0,119.0,113.0,13.0,194.0,3.0,455.0,562.0,906.0,1327.0,103.0,228.0,880.0,665.0,182.0,480.0,1044.0,284.0,118.0,29.76,35.61,42.72,41.0,45.0,33.0,2017.3,1446.0,1469.06,240.0,15.51,23.15,23.15,100.45,101.93,98.36
PIT,2024,PIT,PIT,Team Level,5on5,32,0.5,0.51,0.5,95615.0,834.64,74.86,55.85,213.88,29.03,450.13,326.26,71.46,74.96,71.59,763.0,387.0,495.0,1645.0,66.0,105.0,10.0,176.0,2.0,355.0,446.0,697.0,1084.0,92.0,200.0,788.0,590.0,159.0,435.0,840.0,222.0,88.0,23.02,27.81,24.03,26.0,31.0,9.0,1636.81,1150.0,1144.59,200.0,11.63,21.98,21.98,64.51,64.67,63.32,838.87,73.99,54.08,210.66,28.19,445.83,335.25,70.86,75.47,72.26,813.0,335.0,434.0,1582.0,88.0,94.0,10.0,155.0,3.0,359.0,449.0,725.0,1060.0,97.0,216.0,688.0,629.0,159.0,420.0,845.0,226.0,77.0,23.83,28.47,21.69,37.0,38.0,13.0,1617.3,1148.0,1171.06,211.0,11.26,18.14,18.24,67.02,68.5,67.21
PIT,2024,PIT,PIT,Team Level,4on5,32,0.07,0.07,0.09,9141.0,14.18,1.39,0.79,2.45,0.54,4.55,9.28,1.37,1.39,1.37,14.0,5.0,2.0,21.0,0.0,0.0,0.0,2.0,0.0,2.0,15.0,14.0,19.0,4.0,8.0,68.0,16.0,7.0,15.0,14.0,3.0,2.0,0.4,0.47,0.51,0.0,0.0,0.0,21.0,19.0,19.0,10.0,0.18,0.0,0.0,1.57,1.57,1.55,135.26,19.36,11.13,29.53,4.43,81.34,43.21,18.09,19.36,18.09,140.0,49.0,74.0,263.0,16.0,11.0,1.0,30.0,0.0,72.0,60.0,124.0,173.0,4.0,8.0,86.0,5.0,10.0,34.0,133.0,33.0,23.0,3.65,3.87,11.84,2.0,2.0,12.0,263.0,189.0,189.0,10.0,2.94,2.84,2.75,19.55,19.55,18.53
PIT,2024,PIT,PIT,Team Level,5on4,32,0.89,0.84,0.81,9200.0,144.04,19.26,13.23,31.06,4.8,81.35,43.29,17.76,19.26,17.76,134.0,59.0,63.0,256.0,19.0,26.0,3.0,27.0,0.0,62.0,59.0,115.0,174.0,4.0,8.0,91.0,8.0,7.0,30.0,127.0,37.0,29.0,3.91,4.18,11.17,4.0,3.0,12.0,256.0,193.0,193.0,3.0,3.46,5.8,5.8,16.92,16.92,16.33,33.06,2.42,1.52,5.13,1.09,10.67,24.18,2.38,2.42,2.38,35.0,10.0,2.0,47.0,1.0,3.0,0.0,5.0,0.0,3.0,33.0,34.0,44.0,0.0,0.0,67.0,17.0,10.0,15.0,35.0,9.0,1.0,1.07,1.13,0.22,0.0,1.0,0.0,47.0,45.0,45.0,12.0,0.35,0.23,0.23,2.54,2.54,2.53
CGY,2024,CGY,CGY,Team Level,other,31,0.49,0.5,0.5,3909.0,62.56,13.44,4.69,11.98,2.15,33.48,22.27,12.93,13.44,12.93,57.0,31.0,37.0,125.0,15.0,3.0,0.0,12.0,1.0,28.0,29.0,42.0,73.0,2.0,4.0,47.0,13.0,7.0,14.0,51.0,17.0,20.0,1.96,2.02,9.46,3.0,3.0,9.0,125.0,88.0,88.0,6.0,1.32,0.54,0.73,14.03,14.03,13.6,65.77,13.98,4.79,11.37,2.28,34.35,21.23,13.15,13.98,13.15,62.0,26.0,37.0,125.0,16.0,8.0,2.0,7.0,0.0,32.0,25.0,46.0,72.0,2.0,4.0,66.0,13.0,10.0,9.0,43.0,22.0,23.0,1.65,3.0,9.34,5.0,3.0,8.0,125.0,88.0,88.0,3.0,1.47,2.25,2.25,13.2,13.2,12.6
CGY,2024,CGY,CGY,Team Level,all,31,0.49,0.51,0.51,113588.0,979.49,91.97,63.73,245.67,33.77,531.07,389.81,87.34,91.5,86.86,913.0,443.0,604.0,1960.0,81.0,91.0,6.0,212.0,3.0,430.0,539.0,832.0,1275.0,117.0,270.0,897.0,675.0,187.0,515.0,1031.0,212.0,113.0,27.86,26.22,37.88,33.0,21.0,27.0,1929.45,1356.0,1342.06,242.0,14.25,19.22,19.22,87.0,86.47,83.74,966.78,94.64,63.09,235.95,32.05,514.83,378.44,91.2,95.78,92.3,912.0,407.0,565.0,1884.0,94.0,85.0,9.0,214.0,7.0,422.0,497.0,818.0,1225.0,110.0,246.0,1099.0,625.0,189.0,509.0,961.0,258.0,100.0,27.17,33.33,34.14,28.0,41.0,25.0,1920.03,1319.0,1338.84,241.0,14.19,18.73,18.73,90.1,91.09,88.98
CGY,2024,CGY,CGY,Team Level,5on5,31,0.48,0.51,0.5,92952.0,765.86,58.2,46.72,201.28,26.35,416.1,312.34,56.29,57.73,55.81,709.0,352.0,502.0,1563.0,50.0,68.0,5.0,174.0,1.0,338.0,430.0,659.0,1011.0,102.0,238.0,704.0,619.0,161.0,456.0,839.0,159.0,63.0,21.81,19.49,16.89,25.0,14.0,11.0,1532.45,1061.0,1047.06,221.0,9.68,13.57,13.57,54.31,53.79,52.97,764.54,61.91,47.09,196.77,25.32,406.76,309.15,60.18,63.05,61.28,720.0,327.0,464.0,1511.0,51.0,68.0,6.0,178.0,6.0,333.0,411.0,669.0,996.0,98.0,222.0,862.0,593.0,156.0,459.0,806.0,186.0,55.0,22.19,24.28,15.44,20.0,26.0,5.0,1547.03,1047.0,1066.84,227.0,9.8,14.43,14.43,57.27,58.27,57.46
CGY,2024,CGY,CGY,Team Level,4on5,31,0.09,0.15,0.16,8138.0,22.64,1.68,1.13,3.5,0.75,7.52,16.42,1.66,1.68,1.66,26.0,5.0,7.0,38.0,1.0,1.0,0.0,4.0,0.0,1.0,24.0,25.0,30.0,7.0,14.0,67.0,30.0,10.0,13.0,24.0,7.0,0.0,0.71,0.97,0.0,0.0,1.0,0.0,38.0,31.0,31.0,10.0,0.25,0.16,0.16,1.78,1.78,1.76,117.58,16.94,10.28,25.18,3.87,68.13,35.59,16.11,16.94,16.11,110.0,50.0,61.0,221.0,23.0,9.0,1.0,27.0,1.0,52.0,48.0,87.0,137.0,5.0,10.0,100.0,7.0,13.0,28.0,97.0,42.0,21.0,2.88,4.97,9.09,3.0,8.0,12.0,221.0,160.0,160.0,1.0,2.7,2.05,2.05,17.6,17.6,16.97
CGY,2024,CGY,CGY,Team Level,5on4,31,0.91,0.9,0.88,8589.0,128.44,18.65,11.18,28.91,4.52,73.97,38.77,16.45,18.65,16.45,121.0,55.0,58.0,234.0,15.0,19.0,1.0,22.0,1.0,63.0,56.0,106.0,161.0,6.0,14.0,79.0,13.0,9.0,32.0,117.0,29.0,30.0,3.39,3.73,11.53,5.0,3.0,7.0,234.0,176.0,176.0,5.0,2.99,4.95,4.76,16.87,16.87,15.41,18.89,1.81,0.93,2.63,0.57,5.6,12.47,1.75,1.81,1.75,20.0,4.0,3.0,27.0,4.0,0.0,0.0,2.0,0.0,5.0,13.0,16.0,20.0,5.0,10.0,71.0,12.0,10.0,13.0,15.0,8.0,1.0,0.45,1.09,0.27,0.0,4.0,0.0,27.0,24.0,24.0,10.0,0.22,0.0,0.0,2.02,2.02,1.96
EDM,2024,EDM,EDM,Team Level,other,30,0.51,0.55,0.57,3291.0,56.53,11.49,3.94,10.13,1.84,27.79,18.8,10.46,11.49,10.46,55.0,19.0,21.0,95.0,14.0,7.0,1.0,4.0,0.0,24.0,25.0,41.0,60.0,1.0,2.0,42.0,9.0,3.0,10.0,33.0,23.0,18.0,1.34,3.01,7.14,2.0,5.0,7.0,95.0,74.0,74.0,2.0,1.14,2.71,2.71,9.92,9.92,9.61,39.26,11.25,2.61,6.84,1.36,20.08,13.87,10.66,11.25,10.66,35.0,21.0,21.0,77.0,7.0,4.0,0.0,5.0,1.0,21.0,18.0,28.0,49.0,1.0,2.0,30.0,8.0,4.0,10.0,30.0,9.0,17.0,1.32,1.01,8.92,2.0,0.0,5.0,77.0,56.0,56.0,5.0,0.75,0.42,0.42,11.59,11.59,11.03
EDM,2024,EDM,EDM,Team Level,all,30,0.54,0.54,0.54,108750.0,1005.46,97.44,66.33,243.04,33.15,530.78,394.26,93.38,97.77,93.69,979.0,386.0,546.0,1911.0,97.0,112.0,14.0,189.0,0.0,423.0,544.0,882.0,1268.0,82.0,198.0,890.0,388.0,164.0,438.0,992.0,268.0,105.0,28.07,33.35,36.02,33.0,37.0,27.0,1926.81,1365.0,1376.06,183.0,14.6,24.46,24.46,87.58,87.98,86.31,838.55,82.06,53.0,206.1,28.49,449.47,331.87,79.27,82.03,79.25,792.0,359.0,460.0,1611.0,84.0,79.0,9.0,169.0,3.0,344.0,472.0,708.0,1067.0,88.0,211.0,764.0,624.0,152.0,456.0,860.0,197.0,94.0,24.56,23.99,33.52,33.0,28.0,23.0,1594.93,1151.0,1145.8,224.0,11.54,17.23,17.23,76.37,76.1,74.61
EDM,2024,EDM,EDM,Team Level,5on5,30,0.54,0.54,0.54,91504.0,826.74,69.82,52.19,207.76,27.37,437.68,332.17,67.27,70.15,67.57,809.0,318.0,459.0,1586.0,64.0,88.0,10.0,172.0,0.0,342.0,461.0,745.0,1063.0,72.0,175.0,706.0,362.0,148.0,390.0,849.0,209.0,69.0,24.0,25.98,19.85,28.0,28.0,8.0,1601.81,1127.0,1138.06,166.0,10.8,18.34,18.47,62.16,62.55,61.52,697.51,58.72,42.7,178.87,23.58,372.36,276.78,56.74,58.7,56.72,656.0,297.0,392.0,1345.0,57.0,71.0,9.0,144.0,2.0,279.0,400.0,599.0,896.0,80.0,192.0,634.0,596.0,139.0,405.0,728.0,163.0,62.0,20.62,20.17,17.93,27.0,22.0,8.0,1328.93,953.0,947.8,199.0,8.82,16.12,16.12,51.42,51.14,50.36
EDM,2024,EDM,EDM,Team Level,4on5,30,0.13,0.14,0.16,6496.0,16.21,1.52,0.81,2.36,0.51,5.24,11.56,1.51,1.52,1.51,15.0,7.0,4.0,26.0,2.0,0.0,0.0,0.0,0.0,6.0,14.0,13.0,20.0,3.0,6.0,67.0,11.0,7.0,11.0,14.0,7.0,1.0,0.37,0.9,0.25,1.0,1.0,0.0,26.0,22.0,22.0,9.0,0.18,0.0,0.0,1.7,1.7,1.7,80.56,10.4,6.61,16.93,2.79,49.86,26.41,10.23,10.4,10.23,81.0,32.0,44.0,157.0,19.0,2.0,0.0,20.0,0.0,38.0,34.0,62.0,94.0,2.0,4.0,48.0,7.0,4.0,23.0,80.0,20.0,13.0,2.08,2.2,6.12,3.0,6.0,10.0,157.0,113.0,113.0,6.0,1.72,0.22,0.22,11.89,11.89,11.74
EDM,2024,EDM,EDM,Team Level,5on4,30,0.9,0.86,0.83,7459.0,105.99,14.6,9.38,22.77,3.43,60.08,31.72,14.13,14.6,14.13,100.0,42.0,62.0,204.0,17.0,17.0,3.0,13.0,0.0,51.0,44.0,83.0,125.0,6.0,15.0,75.0,6.0,6.0,27.0,96.0,29.0,17.0,2.36,3.46,8.78,2.0,3.0,12.0,204.0,142.0,142.0,6.0,2.47,3.41,3.27,13.8,13.8,13.47,21.22,1.69,1.09,3.45,0.77,7.19,14.81,1.64,1.69,1.64,20.0,9.0,3.0,32.0,1.0,2.0,0.0,0.0,0.0,6.0,20.0,19.0,28.0,5.0,13.0,52.0,13.0,5.0,18.0,22.0,5.0,2.0,0.53,0.62,0.55,1.0,0.0,0.0,32.0,29.0,29.0,14.0,0.26,0.47,0.47,1.48,1.48,1.47
WSH,2024,WSH,WSH,Team Level,other,29,0.57,0.47,0.48,5021.0,58.15,18.03,3.48,9.99,1.86,27.91,20.74,16.37,18.03,16.37,54.0,28.0,29.0,111.0,19.0,3.0,0.0,12.0,1.0,30.0,17.0,35.0,63.0,3.0,14.0,54.0,13.0,5.0,14.0,46.0,9.0,27.0,1.72,1.21,15.1,4.0,0.0,15.0,111.0,82.0,82.0,3.0,1.01,1.06,1.06,17.98,17.98,16.25,66.52,13.61,4.93,12.3,2.28,37.71,19.17,12.54,13.61,12.54,58.0,32.0,33.0,123.0,11.0,6.0,0.0,15.0,0.0,33.0,25.0,47.0,79.0,2.0,6.0,62.0,12.0,8.0,12.0,49.0,23.0,18.0,1.96,2.88,8.77,1.0,3.0,7.0,123.0,90.0,90.0,3.0,1.45,1.98,1.98,13.09,13.09,12.1
WSH,2024,WSH,WSH,Team Level,all,29,0.56,0.51,0.52,105155.0,950.08,109.0,63.3,231.36,32.48,500.65,368.23,102.69,109.93,103.63,853.0,452.0,490.0,1795.0,115.0,109.0,10.0,176.0,1.0,372.0,532.0,738.0,1190.0,107.0,251.0,855.0,597.0,131.0,432.0,900.0,266.0,139.0,26.02,33.84,49.13,42.0,33.0,40.0,1827.8,1305.0,1326.78,212.0,14.09,23.77,23.77,99.32,100.27,96.62,886.12,87.12,59.18,215.61,29.52,473.37,341.2,82.1,86.74,81.77,802.0,404.0,550.0,1756.0,77.0,83.0,7.0,173.0,1.0,396.0,476.0,725.0,1129.0,105.0,241.0,854.0,600.0,138.0,467.0,873.0,233.0,100.0,24.87,29.45,32.8,32.0,20.0,25.0,1730.36,1206.0,1195.24,226.0,13.32,18.21,18.21,82.24,81.87,79.27
WSH,2024,WSH,WSH,Team Level,5on5,29,0.54,0.51,0.53,84223.0,746.07,69.54,47.83,190.54,25.59,398.8,295.7,66.85,70.47,67.79,663.0,365.0,397.0,1425.0,77.0,81.0,9.0,142.0,0.0,287.0,441.0,586.0,951.0,94.0,214.0,659.0,544.0,110.0,381.0,742.0,208.0,78.0,21.31,26.52,21.71,34.0,27.0,16.0,1457.8,1028.0,1049.78,198.0,9.97,16.32,16.32,63.19,64.14,63.14,674.04,58.63,42.59,172.46,22.47,355.04,265.8,55.46,58.25,55.13,604.0,313.0,443.0,1360.0,54.0,60.0,6.0,129.0,0.0,300.0,374.0,550.0,863.0,89.0,204.0,642.0,560.0,116.0,410.0,680.0,172.0,65.0,18.85,22.06,17.72,29.0,15.0,10.0,1334.36,917.0,906.24,205.0,8.86,13.36,13.36,54.13,53.77,52.61
WSH,2024,WSH,WSH,Team Level,4on5,29,0.16,0.13,0.16,8263.0,24.31,2.49,1.23,3.59,0.85,7.66,16.18,2.41,2.49,2.41,27.0,5.0,3.0,35.0,3.0,3.0,0.0,2.0,0.0,5.0,19.0,24.0,29.0,2.0,4.0,64.0,20.0,9.0,12.0,22.0,8.0,2.0,0.62,1.05,0.82,2.0,1.0,0.0,35.0,32.0,32.0,9.0,0.28,1.01,1.01,1.75,1.75,1.74,121.76,13.15,10.64,27.15,4.02,73.14,38.89,12.38,13.15,12.38,114.0,53.0,69.0,236.0,11.0,15.0,1.0,27.0,1.0,58.0,55.0,103.0,156.0,9.0,18.0,86.0,9.0,5.0,31.0,119.0,33.0,15.0,3.45,3.89,5.82,2.0,1.0,8.0,236.0,167.0,167.0,7.0,2.77,2.6,2.6,13.32,13.32,12.88
WSH,2024,WSH,WSH,Team Level,5on4,29,0.92,0.86,0.84,7648.0,121.56,18.94,10.76,27.25,4.18,66.28,35.59,17.06,18.94,17.06,109.0,54.0,61.0,224.0,16.0,22.0,1.0,20.0,0.0,50.0,55.0,93.0,147.0,8.0,19.0,78.0,20.0,7.0,25.0,90.0,41.0,32.0,2.37,5.07,11.49,2.0,5.0,9.0,224.0,163.0,163.0,2.0,2.84,5.38,5.38,16.39,16.39,15.49,23.8,1.73,1.02,3.7,0.75,7.48,17.34,1.71,1.73,1.71,26.0,6.0,5.0,37.0,1.0,2.0,0.0,2.0,0.0,5.0,22.0,25.0,31.0,5.0,13.0,64.0,19.0,9.0,14.0,25.0,5.0,2.0,0.61,0.63,0.49,0.0,1.0,0.0,37.0,32.0,32.0,11.0,0.23,0.27,0.27,1.69,1.69,1.69
NSH,2024,NSH,NSH,Team Level,other,31,0.56,0.63,0.61,5456.0,85.78,19.14,6.33,15.54,3.04,47.2,26.75,17.31,19.14,17.31,73.0,45.0,60.0,178.0,15.0,11.0,1.0,19.0,1.0,34.0,38.0,58.0,103.0,4.0,8.0,77.0,7.0,6.0,14.0,51.0,38.0,29.0,2.22,4.65,12.27,3.0,4.0,8.0,178.0,118.0,118.0,6.0,1.93,3.76,4.15,16.91,16.91,16.02,54.71,14.86,3.49,9.31,1.74,26.14,21.46,14.81,14.86,14.81,55.0,22.0,27.0,104.0,24.0,1.0,0.0,9.0,0.0,17.0,26.0,31.0,53.0,5.0,10.0,66.0,17.0,6.0,24.0,30.0,23.0,24.0,1.21,2.81,10.84,3.0,4.0,17.0,104.0,77.0,77.0,10.0,1.01,0.14,0.14,15.73,15.73,15.67
NSH,2024,NSH,NSH,Team Level,all,31,0.48,0.52,0.51,112498.0,993.0,92.41,65.83,240.48,33.57,543.8,389.89,88.58,92.36,88.51,910.0,456.0,589.0,1955.0,70.0,89.0,3.0,218.0,2.0,434.0,553.0,840.0,1296.0,116.0,265.0,952.0,825.0,163.0,494.0,1016.0,249.0,101.0,28.55,30.43,33.43,24.0,29.0,17.0,1942.66,1366.0,1360.24,214.0,14.86,17.95,17.95,89.33,89.16,86.98,977.83,98.71,66.56,238.19,32.72,517.29,380.54,93.97,98.9,94.18,933.0,401.0,475.0,1809.0,98.0,92.0,7.0,188.0,0.0,412.0,544.0,835.0,1236.0,111.0,264.0,867.0,646.0,184.0,520.0,963.0,259.0,112.0,28.5,31.97,38.24,35.0,31.0,32.0,1821.7,1334.0,1342.55,263.0,14.88,19.24,19.24,94.35,94.68,92.23
NSH,2024,NSH,NSH,Team Level,5on5,31,0.48,0.51,0.5,90147.0,750.85,59.54,46.92,193.03,25.33,407.49,302.67,57.93,59.49,57.86,684.0,351.0,461.0,1496.0,38.0,65.0,2.0,165.0,1.0,322.0,444.0,646.0,997.0,93.0,219.0,727.0,784.0,141.0,437.0,803.0,176.0,56.0,22.55,21.73,15.27,18.0,18.0,2.0,1483.66,1035.0,1029.24,197.0,9.72,12.97,12.59,56.68,56.5,55.64,764.72,63.39,49.12,195.93,25.93,408.69,304.94,60.92,63.58,61.13,730.0,318.0,382.0,1430.0,64.0,74.0,5.0,150.0,0.0,319.0,441.0,666.0,984.0,94.0,228.0,642.0,593.0,164.0,447.0,798.0,187.0,63.0,22.96,23.17,17.26,31.0,22.0,11.0,1442.7,1048.0,1056.55,230.0,10.21,13.45,13.84,59.76,60.08,59.08
NSH,2024,NSH,NSH,Team Level,4on5,31,0.1,0.13,0.15,8911.0,24.4,2.03,1.1,3.44,0.7,7.72,17.0,1.98,2.03,1.98,27.0,5.0,2.0,34.0,1.0,1.0,0.0,4.0,0.0,6.0,20.0,26.0,31.0,8.0,16.0,76.0,21.0,10.0,12.0,25.0,4.0,3.0,0.74,0.48,0.81,1.0,0.0,0.0,34.0,32.0,32.0,10.0,0.25,0.29,0.29,1.99,1.99,1.94,134.53,18.54,12.79,29.18,4.31,74.95,38.24,16.33,18.54,16.33,124.0,54.0,59.0,237.0,8.0,17.0,2.0,27.0,0.0,70.0,56.0,116.0,170.0,9.0,18.0,80.0,13.0,6.0,31.0,113.0,40.0,25.0,3.57,4.83,10.13,1.0,3.0,4.0,237.0,178.0,178.0,8.0,3.4,5.64,5.25,16.68,16.68,15.3
NSH,2024,NSH,NSH,Team Level,5on4,31,0.86,0.87,0.85,7984.0,131.98,11.7,11.48,28.46,4.5,81.38,43.47,11.36,11.7,11.36,126.0,55.0,66.0,247.0,16.0,12.0,0.0,30.0,0.0,72.0,51.0,110.0,165.0,11.0,22.0,72.0,13.0,6.0,31.0,137.0,31.0,13.0,3.05,3.57,5.08,2.0,7.0,7.0,247.0,181.0,181.0,1.0,2.96,0.92,0.92,13.75,13.75,13.37,23.88,1.92,1.17,3.76,0.74,7.52,15.9,1.91,1.92,1.91,24.0,7.0,7.0,38.0,2.0,0.0,0.0,2.0,0.0,6.0,21.0,22.0,29.0,3.0,8.0,79.0,23.0,8.0,18.0,22.0,9.0,0.0,0.75,1.16,0.0,0.0,2.0,0.0,38.0,31.0,31.0,15.0,0.27,0.0,0.0,2.18,2.18,2.18
