Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status
2025-03-27,6:00 PM,8:00 PM,St. Louis Blues,,Nashville Predators,,Scheduled
2025-03-27,6:00 PM,8:00 PM,Washington Capitals,,Minnesota Wild,,Scheduled
2025-03-27,7:00 PM,9:00 PM,Dallas Stars,,Calgary Flames,,Scheduled
2025-03-27,8:00 PM,10:00 PM,Los Angeles Kings,,Colorado Avalanche,,Scheduled
2025-03-27,8:00 PM,10:00 PM,Edmonton Oilers,,Seattle Kraken,,Scheduled
2025-03-27,8:30 PM,10:30 PM,Toronto Maple Leafs,,San Jose Sharks,,Scheduled
2025-03-28,5:00 PM,7:00 PM,Utah Hockey Club,,Florida Panthers,,Scheduled
2025-03-28,5:00 PM,7:00 PM,Montreal Canadiens,,Carolina Hurricanes,,Scheduled
2025-03-28,5:00 PM,7:00 PM,Vancouver Canucks,,Columbus Blue Jackets,,Scheduled
2025-03-28,6:00 PM,8:00 PM,New Jersey Devils,,Winnipeg Jets,,Scheduled
2025-03-28,6:30 PM,8:30 PM,Vegas Golden Knights,,Chicago Blackhawks,,Scheduled
2025-03-28,8:00 PM,10:00 PM,New York Rangers,,Anaheim Ducks,,Scheduled
2025-03-29,11:00 AM,1:00 PM,Buffalo Sabres,,Philadelphia Flyers,,Scheduled
2025-03-29,12:00 PM,2:00 PM,New York Islanders,,Tampa Bay Lightning,,Scheduled
2025-03-29,2:30 PM,4:30 PM,St. Louis Blues,,Colorado Avalanche,,Scheduled
2025-03-29,4:00 PM,6:00 PM,New Jersey Devils,,Minnesota Wild,,Scheduled
2025-03-29,4:30 PM,6:30 PM,Vegas Golden Knights,,Nashville Predators,,Scheduled
2025-03-29,5:00 PM,7:00 PM,Columbus Blue Jackets,,Ottawa Senators,,Scheduled
2025-03-29,5:00 PM,7:00 PM,Toronto Maple Leafs,,Los Angeles Kings,,Scheduled
2025-03-29,6:00 PM,8:00 PM,Boston Bruins,,Detroit Red Wings,,Scheduled
2025-03-29,8:00 PM,10:00 PM,Calgary Flames,,Edmonton Oilers,,Scheduled
2025-03-29,8:30 PM,10:30 PM,New York Rangers,,San Jose Sharks,,Scheduled
2025-03-29,8:30 PM,10:30 PM,Dallas Stars,,Seattle Kraken,,Scheduled
2025-03-30,11:00 AM,1:00 PM,Montreal Canadiens,,Florida Panthers,,Scheduled
2025-03-30,1:00 PM,3:00 PM,Buffalo Sabres,,Washington Capitals,,Scheduled
2025-03-30,1:00 PM,3:00 PM,Vancouver Canucks,,Winnipeg Jets,,Scheduled
2025-03-30,2:00 PM,4:00 PM,Utah Hockey Club,,Chicago Blackhawks,,Scheduled
2025-03-30,3:00 PM,5:00 PM,Ottawa Senators,,Pittsburgh Penguins,,Scheduled
2025-03-30,3:00 PM,5:00 PM,New York Islanders,,Carolina Hurricanes,,Scheduled
2025-03-30,6:00 PM,8:00 PM,Toronto Maple Leafs,,Anaheim Ducks,,Scheduled
2025-03-30,8:00 PM,10:00 PM,San Jose Sharks,,Los Angeles Kings,,Scheduled
2025-03-31,5:00 PM,7:00 PM,Minnesota Wild,,New Jersey Devils,,Scheduled
2025-03-31,5:00 PM,7:00 PM,Nashville Predators,,Philadelphia Flyers,,Scheduled
2025-03-31,6:30 PM,8:30 PM,Calgary Flames,,Colorado Avalanche,,Scheduled
2025-03-31,8:00 PM,10:00 PM,Dallas Stars,,Seattle Kraken,,Scheduled
2025-04-01,5:00 PM,7:00 PM,Washington Capitals,,Boston Bruins,,Scheduled
2025-04-01,5:00 PM,7:00 PM,Florida Panthers,,Montreal Canadiens,,Scheduled
2025-04-01,5:00 PM,7:00 PM,Buffalo Sabres,,Ottawa Senators,,Scheduled
2025-04-01,5:00 PM,7:00 PM,Nashville Predators,,Columbus Blue Jackets,,Scheduled
2025-04-01,5:30 PM,7:30 PM,Tampa Bay Lightning,,New York Islanders,,Scheduled
2025-04-01,6:00 PM,8:00 PM,Detroit Red Wings,,St. Louis Blues,,Scheduled
2025-04-01,7:00 PM,9:00 PM,Calgary Flames,,Utah Hockey Club,,Scheduled
2025-04-01,8:00 PM,10:00 PM,Edmonton Oilers,,Vegas Golden Knights,,Scheduled
2025-04-01,8:00 PM,10:00 PM,San Jose Sharks,,Anaheim Ducks,,Scheduled
2025-04-01,8:30 PM,10:30 PM,Winnipeg Jets,,Los Angeles Kings,,Scheduled
2025-04-02,5:00 PM,7:00 PM,Minnesota Wild,,New York Rangers,,Scheduled
2025-04-02,5:00 PM,7:00 PM,Washington Capitals,,Carolina Hurricanes,,Scheduled
2025-04-02,5:30 PM,7:30 PM,Florida Panthers,,Toronto Maple Leafs,,Scheduled
2025-04-02,7:30 PM,9:30 PM,Colorado Avalanche,,Chicago Blackhawks,,Scheduled
2025-04-02,8:30 PM,10:30 PM,Seattle Kraken,,Vancouver Canucks,,Scheduled
2025-04-03,5:00 PM,7:00 PM,Boston Bruins,,Montreal Canadiens,,Scheduled
2025-04-03,5:00 PM,7:00 PM,Tampa Bay Lightning,,Ottawa Senators,,Scheduled
2025-04-03,5:30 PM,7:30 PM,Colorado Avalanche,,Columbus Blue Jackets,,Scheduled
2025-04-03,6:00 PM,8:00 PM,Pittsburgh Penguins,,St. Louis Blues,,Scheduled
2025-04-03,6:00 PM,8:00 PM,Nashville Predators,,Dallas Stars,,Scheduled
2025-04-03,7:00 PM,9:00 PM,Los Angeles Kings,,Utah Hockey Club,,Scheduled
2025-04-03,7:30 PM,9:30 PM,Anaheim Ducks,,Calgary Flames,,Scheduled
2025-04-03,8:00 PM,10:00 PM,Winnipeg Jets,,Vegas Golden Knights,,Scheduled
2025-04-03,8:30 PM,10:30 PM,Edmonton Oilers,,San Jose Sharks,,Scheduled
2025-04-04,5:00 PM,7:00 PM,Carolina Hurricanes,,Detroit Red Wings,,Scheduled
2025-04-04,5:00 PM,7:00 PM,Chicago Blackhawks,,Washington Capitals,,Scheduled
2025-04-04,5:30 PM,7:30 PM,Minnesota Wild,,New York Islanders,,Scheduled
2025-04-05,10:30 AM,12:30 PM,New York Rangers,,New Jersey Devils,,Scheduled
2025-04-05,12:00 PM,2:00 PM,Florida Panthers,,Ottawa Senators,,Scheduled
2025-04-05,1:00 PM,3:00 PM,Pittsburgh Penguins,,Dallas Stars,,Scheduled
2025-04-05,2:00 PM,4:00 PM,Anaheim Ducks,,Vancouver Canucks,,Scheduled
2025-04-05,2:00 PM,4:00 PM,Edmonton Oilers,,Los Angeles Kings,,Scheduled
2025-04-05,5:00 PM,7:00 PM,Carolina Hurricanes,,Boston Bruins,,Scheduled
2025-04-05,5:00 PM,7:00 PM,Tampa Bay Lightning,,Buffalo Sabres,,Scheduled
2025-04-05,5:00 PM,7:00 PM,Columbus Blue Jackets,,Toronto Maple Leafs,,Scheduled
2025-04-05,5:00 PM,7:00 PM,Philadelphia Flyers,,Montreal Canadiens,,Scheduled
2025-04-05,5:00 PM,7:00 PM,Colorado Avalanche,,St. Louis Blues,,Scheduled
2025-04-05,5:00 PM,7:00 PM,Winnipeg Jets,,Utah Hockey Club,,Scheduled
2025-04-05,8:00 PM,10:00 PM,Vegas Golden Knights,,Calgary Flames,,Scheduled
2025-04-05,8:00 PM,10:00 PM,Seattle Kraken,,San Jose Sharks,,Scheduled
2025-04-06,10:30 AM,12:30 PM,Washington Capitals,,New York Islanders,,Scheduled
2025-04-06,1:00 PM,3:00 PM,Dallas Stars,,Minnesota Wild,,Scheduled
2025-04-06,3:00 PM,5:00 PM,Columbus Blue Jackets,,Ottawa Senators,,Scheduled
2025-04-06,3:30 PM,5:30 PM,Florida Panthers,,Detroit Red Wings,,Scheduled
2025-04-06,4:00 PM,6:00 PM,Boston Bruins,,Buffalo Sabres,,Scheduled
2025-04-06,4:00 PM,6:00 PM,Pittsburgh Penguins,,Chicago Blackhawks,,Scheduled
2025-04-06,5:00 PM,7:00 PM,Montreal Canadiens,,Nashville Predators,,Scheduled
2025-04-06,8:00 PM,10:00 PM,Vegas Golden Knights,,Vancouver Canucks,,Scheduled
2025-04-07,5:00 PM,7:00 PM,Tampa Bay Lightning,,New York Rangers,,Scheduled
2025-04-07,5:30 PM,7:30 PM,St. Louis Blues,,Winnipeg Jets,,Scheduled
2025-04-07,8:30 PM,10:30 PM,Edmonton Oilers,,Anaheim Ducks,,Scheduled
2025-04-07,8:30 PM,10:30 PM,Seattle Kraken,,Los Angeles Kings,,Scheduled
2025-04-07,8:30 PM,10:30 PM,Calgary Flames,,San Jose Sharks,,Scheduled
2025-04-08,5:00 PM,7:00 PM,Carolina Hurricanes,,Buffalo Sabres,,Scheduled
2025-04-08,5:00 PM,7:00 PM,Detroit Red Wings,,Montreal Canadiens,,Scheduled
2025-04-08,5:00 PM,7:00 PM,Toronto Maple Leafs,,Florida Panthers,,Scheduled
2025-04-08,5:00 PM,7:00 PM,Boston Bruins,,New Jersey Devils,,Scheduled
2025-04-08,5:00 PM,7:00 PM,Ottawa Senators,,Columbus Blue Jackets,,Scheduled
2025-04-08,5:00 PM,7:00 PM,Chicago Blackhawks,,Pittsburgh Penguins,,Scheduled
2025-04-08,6:00 PM,8:00 PM,New York Islanders,,Nashville Predators,,Scheduled
2025-04-08,6:00 PM,8:00 PM,Vancouver Canucks,,Dallas Stars,,Scheduled
2025-04-08,7:00 PM,9:00 PM,Seattle Kraken,,Utah Hockey Club,,Scheduled
2025-04-08,7:30 PM,9:30 PM,Vegas Golden Knights,,Colorado Avalanche,,Scheduled
2025-04-09,5:00 PM,7:00 PM,Toronto Maple Leafs,,Tampa Bay Lightning,,Scheduled
2025-04-09,5:30 PM,7:30 PM,Philadelphia Flyers,,New York Rangers,,Scheduled
2025-04-09,6:00 PM,8:00 PM,San Jose Sharks,,Minnesota Wild,,Scheduled
2025-04-09,8:00 PM,10:00 PM,St. Louis Blues,,Edmonton Oilers,,Scheduled
2025-04-09,8:00 PM,10:00 PM,Calgary Flames,,Anaheim Ducks,,Scheduled
2025-04-10,5:00 PM,7:00 PM,Chicago Blackhawks,,Boston Bruins,,Scheduled
2025-04-10,5:00 PM,7:00 PM,Detroit Red Wings,,Florida Panthers,,Scheduled
2025-04-10,5:00 PM,7:00 PM,Buffalo Sabres,,Columbus Blue Jackets,,Scheduled
2025-04-10,5:30 PM,7:30 PM,Carolina Hurricanes,,Washington Capitals,,Scheduled
2025-04-10,5:30 PM,7:30 PM,New York Rangers,,New York Islanders,,Scheduled
2025-04-10,6:00 PM,8:00 PM,Winnipeg Jets,,Dallas Stars,,Scheduled
2025-04-10,7:00 PM,9:00 PM,Vancouver Canucks,,Colorado Avalanche,,Scheduled
2025-04-10,7:00 PM,9:00 PM,Nashville Predators,,Utah Hockey Club,,Scheduled
2025-04-10,8:00 PM,10:00 PM,Seattle Kraken,,Vegas Golden Knights,,Scheduled
2025-04-10,8:00 PM,10:00 PM,Anaheim Ducks,,Los Angeles Kings,,Scheduled
2025-04-11,5:00 PM,7:00 PM,Montreal Canadiens,,Ottawa Senators,,Scheduled
2025-04-11,5:00 PM,7:00 PM,Detroit Red Wings,,Tampa Bay Lightning,,Scheduled
2025-04-11,5:00 PM,7:00 PM,Pittsburgh Penguins,,New Jersey Devils,,Scheduled
2025-04-11,7:30 PM,9:30 PM,San Jose Sharks,,Edmonton Oilers,,Scheduled
2025-04-11,8:00 PM,10:00 PM,Minnesota Wild,,Calgary Flames,,Scheduled
2025-04-12,10:30 AM,12:30 PM,New York Islanders,,Philadelphia Flyers,,Scheduled
2025-04-12,1:00 PM,3:00 PM,New York Rangers,,Carolina Hurricanes,,Scheduled
2025-04-12,2:00 PM,4:00 PM,Colorado Avalanche,,Los Angeles Kings,,Scheduled
2025-04-12,4:00 PM,6:00 PM,Buffalo Sabres,,Florida Panthers,,Scheduled
2025-04-12,5:00 PM,7:00 PM,Montreal Canadiens,,Toronto Maple Leafs,,Scheduled
2025-04-12,5:00 PM,7:00 PM,Washington Capitals,,Columbus Blue Jackets,,Scheduled
2025-04-12,5:00 PM,7:00 PM,Winnipeg Jets,,Chicago Blackhawks,,Scheduled
2025-04-12,6:00 PM,8:00 PM,Utah Hockey Club,,Dallas Stars,,Scheduled
2025-04-12,8:00 PM,10:00 PM,Minnesota Wild,,Vancouver Canucks,,Scheduled
2025-04-12,8:00 PM,10:00 PM,Nashville Predators,,Vegas Golden Knights,,Scheduled
2025-04-12,8:00 PM,10:00 PM,St. Louis Blues,,Seattle Kraken,,Scheduled
2025-04-13,11:00 AM,1:00 PM,Philadelphia Flyers,,Ottawa Senators,,Scheduled
2025-04-13,11:00 AM,1:00 PM,New York Islanders,,New Jersey Devils,,Scheduled
2025-04-13,1:30 PM,3:30 PM,Boston Bruins,,Pittsburgh Penguins,,Scheduled
2025-04-13,3:00 PM,5:00 PM,Toronto Maple Leafs,,Carolina Hurricanes,,Scheduled
2025-04-13,4:00 PM,6:00 PM,Buffalo Sabres,,Tampa Bay Lightning,,Scheduled
2025-04-13,4:00 PM,6:00 PM,Columbus Blue Jackets,,Washington Capitals,,Scheduled
2025-04-13,5:00 PM,7:00 PM,Edmonton Oilers,,Winnipeg Jets,,Scheduled
2025-04-13,6:00 PM,8:00 PM,San Jose Sharks,,Calgary Flames,,Scheduled
2025-04-13,8:00 PM,10:00 PM,Colorado Avalanche,,Anaheim Ducks,,Scheduled
2025-04-14,5:00 PM,7:00 PM,Chicago Blackhawks,,Montreal Canadiens,,Scheduled
2025-04-14,5:00 PM,7:00 PM,Dallas Stars,,Detroit Red Wings,,Scheduled
2025-04-14,5:00 PM,7:00 PM,New York Rangers,,Florida Panthers,,Scheduled
2025-04-14,6:00 PM,8:00 PM,Utah Hockey Club,,Nashville Predators,,Scheduled
2025-04-14,8:00 PM,10:00 PM,Los Angeles Kings,,Edmonton Oilers,,Scheduled
2025-04-14,8:00 PM,10:00 PM,San Jose Sharks,,Vancouver Canucks,,Scheduled
2025-04-15,5:00 PM,7:00 PM,New Jersey Devils,,Boston Bruins,,Scheduled
2025-04-15,5:00 PM,7:00 PM,Toronto Maple Leafs,,Buffalo Sabres,,Scheduled
2025-04-15,5:00 PM,7:00 PM,Chicago Blackhawks,,Ottawa Senators,,Scheduled
2025-04-15,5:00 PM,7:00 PM,Florida Panthers,,Tampa Bay Lightning,,Scheduled
2025-04-15,5:00 PM,7:00 PM,Columbus Blue Jackets,,Philadelphia Flyers,,Scheduled
2025-04-15,6:00 PM,8:00 PM,Washington Capitals,,New York Islanders,,Scheduled
2025-04-15,6:00 PM,8:00 PM,Utah Hockey Club,,St. Louis Blues,,Scheduled
2025-04-15,6:00 PM,8:00 PM,Anaheim Ducks,,Minnesota Wild,,Scheduled
2025-04-15,7:00 PM,9:00 PM,Vegas Golden Knights,,Calgary Flames,,Scheduled
2025-04-15,8:30 PM,10:30 PM,Los Angeles Kings,,Seattle Kraken,,Scheduled
2025-04-16,5:00 PM,7:00 PM,Carolina Hurricanes,,Montreal Canadiens,,Scheduled
2025-04-16,5:00 PM,7:00 PM,Anaheim Ducks,,Winnipeg Jets,,Scheduled
2025-04-16,5:30 PM,7:30 PM,Detroit Red Wings,,New Jersey Devils,,Scheduled
2025-04-16,6:00 PM,8:00 PM,Dallas Stars,,Nashville Predators,,Scheduled
2025-04-16,8:00 PM,10:00 PM,Vegas Golden Knights,,Vancouver Canucks,,Scheduled
2025-04-16,8:30 PM,10:30 PM,Edmonton Oilers,,San Jose Sharks,,Scheduled
2025-04-17,5:00 PM,7:00 PM,Philadelphia Flyers,,Buffalo Sabres,,Scheduled
2025-04-17,5:00 PM,7:00 PM,Detroit Red Wings,,Toronto Maple Leafs,,Scheduled
2025-04-17,5:00 PM,7:00 PM,Carolina Hurricanes,,Ottawa Senators,,Scheduled
2025-04-17,5:00 PM,7:00 PM,Tampa Bay Lightning,,New York Rangers,,Scheduled
2025-04-17,5:00 PM,7:00 PM,Washington Capitals,,Pittsburgh Penguins,,Scheduled
2025-04-17,5:00 PM,7:00 PM,New York Islanders,,Columbus Blue Jackets,,Scheduled
